log_id,timestamp,cmdb_id,log_name,value
rJhko38BDiVcQfZwUlft,1647713726,frontend-1,log_frontend-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 147 5 5 ""-"" ""grpc-go/1.31.0"" ""bac307f7-f141-93b0-9831-a945d64424b8"" ""productcatalogservice:3550"" ""172.20.3.20:3550"" outbound|3550||productcatalogservice.ts.svc.cluster.local 172.20.2.68:52046 10.68.66.219:3550 172.20.2.68:51408 - default"
FpIto38BDiVcQfZwdDmp,1647710131,currencyservice-2,log_currencyservice-envoy_gateway,"""POST /hipstershop.CurrencyService/Convert HTTP/2"" 200 - via_upstream - ""-"" 25 18 1 0 ""-"" ""grpc-go/1.31.0"" ""f168ffd3-8471-99f6-a332-c7a18ba9232b"" ""currencyservice:7000"" ""172.20.3.23:7000"" inbound|7000|| 127.0.0.6:37585 172.20.3.23:7000 172.20.3.12:44100 outbound_.7000_._.currencyservice.ts.svc.cluster.local default"
uSpXpn8BDiVcQfZw5FLf,1647763250,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 171 6 5 ""-"" ""grpc-go/1.31.0"" ""685b17c5-ed11-96ab-96ce-2256b5e82407"" ""productcatalogservice:3550"" ""172.20.3.14:3550"" inbound|3550|| 127.0.0.6:40717 172.20.3.14:3550 172.20.2.71:34248 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
OTaPpn8BDiVcQfZwpaRb,1647766901,checkoutservice-1,log_checkoutservice-envoy_gateway,"""POST /hipstershop.CurrencyService/Convert HTTP/2"" 200 - via_upstream - ""-"" 25 18 1 1 ""-"" ""grpc-go/1.31.0"" ""3c9ad4eb-f417-9327-9e21-8dfbd7aa937c"" ""currencyservice:7000"" ""172.20.3.21:7000"" outbound|7000||currencyservice.ts.svc.cluster.local 172.20.3.37:47940 10.68.67.65:7000 172.20.3.37:33994 - default"
8TeYpn8BDiVcQfZwpdEb,1647767493,cartservice-0,log_cartservice-envoy_gateway,"""POST /hipstershop.CartService/AddItem HTTP/2"" 200 - via_upstream - ""-"" 59 5 1 1 ""-"" ""grpc-go/1.31.0"" ""655124aa-8eba-9ac5-a64a-564dcf7fac77"" ""cartservice:7070"" ""172.20.3.25:7070"" inbound|7070|| 127.0.0.6:33311 172.20.3.25:7070 172.20.2.71:34916 outbound_.7070_._.cartservice.ts.svc.cluster.local default"
SccHpX8BDiVcQfZw80_9,1647741227,productcatalogservice-2,log_productcatalogservice-envoy_gateway,"""- - -"" 0 - - - ""-"" 298 777 3 - ""-"" ""-"" ""-"" ""-"" ""172.20.2.32:4000"" outbound|4000||basic-tidb-external.tidb-cluster.svc.cluster.local 172.20.3.24:48796 10.68.28.233:4000 172.20.3.24:36686 - -"
XuRtpX8BDiVcQfZwy3Xo,1647747908,frontend-2,log_frontend-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 162 5 5 ""-"" ""grpc-go/1.31.0"" ""e19f69ba-d5cb-98b9-8a95-ea9747e81d88"" ""productcatalogservice:3550"" ""172.20.3.14:3550"" outbound|3550||productcatalogservice.ts.svc.cluster.local 172.20.2.71:34248 10.68.66.219:3550 172.20.2.71:42404 - default"
ETJwpn8BDiVcQfZwzZLD,1647764881,frontend-0,log_frontend-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 142 7 6 ""-"" ""grpc-go/1.31.0"" ""39c89a1d-1eb8-9cd1-be6e-011c8a02c893"" ""productcatalogservice:3550"" ""172.20.3.24:3550"" outbound|3550||productcatalogservice.ts.svc.cluster.local 172.20.3.12:40368 10.68.66.219:3550 172.20.3.12:59778 - default"
7bFSpH8BDiVcQfZwYbUr,1647729329,productcatalogservice-0,log_productcatalogservice-envoy_gateway,"""- - -"" 0 - - - ""-"" 298 790 4 - ""-"" ""-"" ""-"" ""-"" ""172.20.2.32:4000"" outbound|4000||basic-tidb-external.tidb-cluster.svc.cluster.local 172.20.3.14:52428 10.68.28.233:4000 172.20.3.14:49668 - -"
ci9mpn8BDiVcQfZwMrGn,1647764185,cartservice-1,log_cartservice-envoy_gateway,"""POST /hipstershop.CartService/GetCart HTTP/2"" 200 - via_upstream - ""-"" 43 5 1 1 ""-"" ""grpc-go/1.31.0"" ""92d2c924-0992-962f-9464-fc76de5b28e8"" ""cartservice:7070"" ""172.20.3.32:7070"" inbound|7070|| 127.0.0.6:40859 172.20.3.32:7070 172.20.3.12:56550 outbound_.7070_._.cartservice.ts.svc.cluster.local default"
