log_id,timestamp,cmdb_id,log_name,value
WJb7pX8B2wYFm91xUP3A,1647757176,productcatalogservice-1,log_productcatalogservice-envoy_gateway,"""- - -"" 0 - - - ""-"" 298 768 3 - ""-"" ""-"" ""-"" ""-"" ""172.20.10.156:4000"" outbound|4000||basic-tidb-external.tidb-cluster.svc.cluster.local 172.20.10.147:50414 10.68.231.153:4000 172.20.10.147:44232 - -"
MH1rpX8B2wYFm91xMtKT,1647747736,frontend-2,log_frontend-envoy_gateway,"""POST /api/traces HTTP/1.1"" 202 - via_upstream - ""-"" 9653 0 0 0 ""-"" ""Go-http-client/1.1"" ""35a7f9e6-6c75-9194-9dee-13a4421820a7"" ""jaeger-collector:14268"" ""172.20.100.182:14268"" outbound|14268||jaeger-collector.ts.svc.cluster.local 172.20.100.151:36464 10.68.141.49:14268 172.20.100.151:60286 - default"
554fpn8B2wYFm91x3Sh7,1647759576,frontend-2,log_frontend-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 142 4 4 ""-"" ""grpc-go/1.31.0"" ""a37467ea-55d3-90a6-808d-c842601ed80b"" ""productcatalogservice:3550"" ""172.20.10.189:3550"" outbound|3550||productcatalogservice.ts.svc.cluster.local 172.20.100.151:38474 10.68.60.8:3550 172.20.100.151:59906 - default"
9GBnpH8B2wYFm91xXv9y,1647730707,productcatalogservice-2,log_productcatalogservice-envoy_gateway,"""- - -"" 0 - - - ""-"" 298 790 3 - ""-"" ""-"" ""-"" ""-"" ""172.20.10.156:4000"" outbound|4000||basic-tidb-external.tidb-cluster.svc.cluster.local 172.20.10.189:56088 10.68.231.153:4000 172.20.10.189:58644 - -"
3qQ8pn8B2wYFm91xQyGY,1647761437,productcatalogservice-2,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 171 3 3 ""-"" ""grpc-go/1.31.0"" ""bdbd69a8-4a45-925d-ab8d-41e9162efd2e"" ""productcatalogservice:3550"" ""172.20.10.189:3550"" inbound|3550|| 127.0.0.6:58331 172.20.10.189:3550 172.20.100.151:38474 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
G2sTpX8B2wYFm91xbYsP,1647741979,frontend-2,log_frontend-envoy_gateway,"""POST /hipstershop.CurrencyService/Convert HTTP/2"" 200 - via_upstream - ""-"" 25 18 1 1 ""-"" ""grpc-go/1.31.0"" ""128f0b7f-73ef-9b5b-b75a-82f09eea8c13"" ""currencyservice:7000"" ""172.20.10.154:7000"" outbound|7000||currencyservice.ts.svc.cluster.local 172.20.100.151:37372 10.68.122.6:7000 172.20.100.151:56764 - default"
6pb6pX8B2wYFm91x7OZH,1647757158,productcatalogservice-2,log_productcatalogservice-envoy_gateway,"""POST /hipstershop.ProductCatalogService/GetProduct HTTP/2"" 200 - via_upstream - ""-"" 17 128 4 4 ""-"" ""grpc-go/1.31.0"" ""0aac9721-4ff6-901d-a4db-16c1e64dfbd9"" ""productcatalogservice:3550"" ""172.20.10.189:3550"" inbound|3550|| 127.0.0.6:39565 172.20.10.189:3550 172.20.10.183:43192 outbound_.3550_._.productcatalogservice.ts.svc.cluster.local default"
3sfCpn8B2wYFm91xZy5J,1647770230,currencyservice-1,log_currencyservice-envoy_gateway,"""POST /hipstershop.CurrencyService/Convert HTTP/2"" 200 - via_upstream - ""-"" 20 19 0 0 ""-"" ""grpc-go/1.31.0"" ""d33b67cf-45be-9d62-b209-258c4ccceb1a"" ""currencyservice:7000"" ""172.20.10.148:7000"" inbound|7000|| 127.0.0.6:60169 172.20.10.148:7000 172.20.10.138:37916 outbound_.7000_._.currencyservice.ts.svc.cluster.local default"
Yd5jp38B2wYFm91xqh3U,1647780797,productcatalogservice-1,log_productcatalogservice-envoy_gateway,"""- - -"" 0 - - - ""-"" 298 779 2 - ""-"" ""-"" ""-"" ""-"" ""172.20.10.156:4000"" outbound|4000||basic-tidb-external.tidb-cluster.svc.cluster.local 172.20.10.147:59940 10.68.231.153:4000 172.20.10.147:53758 - -"
X2kCpX8B2wYFm91xcLxU,1647740868,adservice-0,log_adservice-envoy_gateway,"""POST /hipstershop.AdService/GetAds HTTP/2"" 200 - via_upstream - ""-"" 5 123 2 2 ""-"" ""grpc-go/1.31.0"" ""e91e53df-7b07-9592-87fe-3a44c4ae505e"" ""adservice:9555"" ""172.20.10.180:9555"" inbound|9555|| 127.0.0.6:38917 172.20.10.180:9555 172.20.100.151:58936 outbound_.9555_._.adservice.ts.svc.cluster.local default"
